Phone Number,Call Outcome,Agent,Call Number
280597091825,ANSWER MACHINE,orange,3835
563546019557,INTERESTED,orange,3836
042692625230,CALL BACK LATER,blue,3837
643398677202,INTERESTED,orange,3838
831982911800,CALL BACK LATER,orange,3839
773397988693,ANSWER MACHINE,red,3840
684480964649,INTERESTED,red,3841
909178109213,CALL BACK LATER,red,3842
118194168049,CALL BACK LATER,black,3843
919805420100,CALL BACK LATER,red,3844
369273507775,NOT INTERESTED,orange,3845
768167383698,NOT INTERESTED,orange,3846
286856665937,CALL BACK LATER,blue,3847
244864350786,CALL BACK LATER,orange,3848
557865623548,INTERESTED,orange,3849
637332472578,CALL BACK LATER,black,3850
589924604680,INTERESTED,red,3851
320819449705,ANSWER MACHINE,red,3852
214091041150,NOT INTERESTED,green,3853
116374395940,CALL BACK LATER,red,3854
886046329289,INTERESTED,orange,3855
566768985266,NOT INTERESTED,red,3856
456260012740,CALL BACK LATER,orange,3857
146551039124,NOT INTERESTED,red,3858
645986834023,INTERESTED,orange,3859
682247344601,INTERESTED,orange,3860
081660880436,INTERESTED,red,3861
933314975395,NOT INTERESTED,red,3862
810561503215,ANSWER MACHINE,black,3863
473153148103,CALL BACK LATER,green,3864
389324709121,ANSWER MACHINE,red,3865
516785641633,NOT INTERESTED,red,3866
673051788805,CALL BACK LATER,red,3867
925107234477,NOT INTERESTED,orange,3868
234418966000,CALL BACK LATER,orange,3869
560321369089,INTERESTED,red,3870
163845289822,INTERESTED,blue,3871
712387929208,ANSWER MACHINE,green,3872
068375972714,CALL BACK LATER,red,3873
712254855209,NOT INTERESTED,orange,3874
191752586020,INTERESTED,red,3875
803459273210,NOT INTERESTED,orange,3876
936698413432,CALL BACK LATER,orange,3877
734351870432,CALL BACK LATER,blue,3878
248409025649,NOT INTERESTED,green,3879
355886487039,INTERESTED,orange,3880
193408008281,INTERESTED,orange,3881
822415103558,CALL BACK LATER,blue,3882
502237338563,NOT INTERESTED,green,3883
988879394734,NOT INTERESTED,orange,3884
527054344060,CALL BACK LATER,black,3885
165958253655,NOT INTERESTED,green,3886
262069431437,DEAD LINE,orange,3887
897414795336,INTERESTED,green,3888
238626844887,CALL BACK LATER,blue,3889
678866964630,DEAD LINE,black,3890
633508752219,NOT INTERESTED,orange,3891
801061967635,NOT INTERESTED,orange,3892
493122444391,ANSWER MACHINE,black,3893
606392795807,INTERESTED,black,3894
806972081244,NOT INTERESTED,orange,3895
826345702277,INTERESTED,green,3896
934773278878,CALL BACK LATER,orange,3897
204872205148,INTERESTED,blue,3898
360664432661,CALL BACK LATER,black,3899
450157605750,INTERESTED,black,3900
995182153812,NOT INTERESTED,orange,3901
343596561433,ANSWER MACHINE,blue,3902
977869660099,NOT INTERESTED,red,3903
387719687112,CALL BACK LATER,orange,3904
731853426273,CALL BACK LATER,black,3905
334401265740,NOT INTERESTED,orange,3906
142069895932,NOT INTERESTED,black,3907
882320235282,NOT INTERESTED,green,3908
629691267157,NOT INTERESTED,green,3909
100272701144,CALL BACK LATER,orange,3910
934472007988,INTERESTED,black,3911
438668790263,DEAD LINE,black,3912
762861924082,ANSWER MACHINE,orange,3913
681860511969,CALL BACK LATER,orange,3914
231001068435,NOT INTERESTED,red,3915
342924605277,NOT INTERESTED,orange,3916
276874537182,NOT INTERESTED,orange,3917
880235051603,INTERESTED,orange,3918
648229504774,INTERESTED,red,3919
271135414889,CALL BACK LATER,orange,3920
826277635373,CALL BACK LATER,orange,3921
287214903824,NOT INTERESTED,green,3922
388048165660,NOT INTERESTED,orange,3923
695286079096,INTERESTED,red,3924
721729755625,INTERESTED,red,3925
937673394678,CALL BACK LATER,black,3926
742245926436,CALL BACK LATER,red,3927
735655409014,CALL BACK LATER,red,3928
644156183624,INTERESTED,orange,3929
466938517898,CALL BACK LATER,orange,3930
619324340778,CALL BACK LATER,black,3931
102073063180,INTERESTED,orange,3932
411865402478,CALL BACK LATER,orange,3933
789783262319,INTERESTED,red,3934
280597091825,INTERESTED,red,3935
859136259700,CALL BACK LATER,green,3936
042692625230,CALL BACK LATER,green,3937
342318226418,CALL BACK LATER,black,3938
831982911800,NOT INTERESTED,red,3939
773397988693,INTERESTED,orange,3940
699364705532,ANSWER MACHINE,green,3941
909178109213,CALL BACK LATER,red,3942
118194168049,CALL BACK LATER,orange,3943
919805420100,INTERESTED,green,3944
184327838796,CALL BACK LATER,orange,3945
705451692128,ANSWER MACHINE,orange,3946
286856665937,CALL BACK LATER,orange,3947
244864350786,NOT INTERESTED,red,3948
426924086896,NOT INTERESTED,blue,3949
637332472578,NOT INTERESTED,orange,3950
228881480133,CALL BACK LATER,orange,3951
320819449705,INTERESTED,black,3952
000330347320,CALL BACK LATER,red,3953
116374395940,CALL BACK LATER,orange,3954
766810544787,NOT INTERESTED,black,3955
517283793308,NOT INTERESTED,black,3956
456260012740,INTERESTED,blue,3957
942001551785,INTERESTED,orange,3958
806143440317,DEAD LINE,green,3959
900406753138,ANSWER MACHINE,red,3960
413654971380,CALL BACK LATER,orange,3961
384497983460,NOT INTERESTED,red,3962
810561503215,NOT INTERESTED,orange,3963
473153148103,INTERESTED,orange,3964
389324709121,CALL BACK LATER,orange,3965
292237345228,NOT INTERESTED,red,3966
673051788805,INTERESTED,black,3967
457210191194,CALL BACK LATER,blue,3968
234418966000,NOT INTERESTED,orange,3969
897649973294,CALL BACK LATER,orange,3970
150310748864,CALL BACK LATER,red,3971
712387929208,CALL BACK LATER,orange,3972
068375972714,CALL BACK LATER,red,3973
151899805589,CALL BACK LATER,red,3974
361887946178,NOT INTERESTED,orange,3975
735012516160,CALL BACK LATER,orange,3976
936698413432,INTERESTED,red,3977
734351870432,INTERESTED,orange,3978
984243070725,INTERESTED,orange,3979
356416655490,INTERESTED,red,3980
684340786519,NOT INTERESTED,black,3981
822415103558,INTERESTED,red,3982
781240941782,CALL BACK LATER,orange,3983
278221722397,CALL BACK LATER,red,3984
527054344060,NOT INTERESTED,red,3985
170357391089,CALL BACK LATER,orange,3986
466083571195,NOT INTERESTED,orange,3987
935920770938,CALL BACK LATER,green,3988
238626844887,INTERESTED,red,3989
641994534025,NOT INTERESTED,green,3990
581492457475,NOT INTERESTED,red,3991
383026952602,CALL BACK LATER,red,3992
493122444391,CALL BACK LATER,orange,3993
250080707753,NOT INTERESTED,orange,3994
858181763459,NOT INTERESTED,orange,3995
527963755841,ANSWER MACHINE,orange,3996
934773278878,INTERESTED,red,3997
625014096959,CALL BACK LATER,red,3998
360664432661,NOT INTERESTED,orange,3999
256857559051,CALL BACK LATER,green,4000
194013683940,CALL BACK LATER,red,4001
343596561433,INTERESTED,orange,4002
266065586553,ANSWER MACHINE,orange,4003
387719687112,CALL BACK LATER,orange,4004
731853426273,CALL BACK LATER,red,4005
947154529734,INTERESTED,red,4006
520452074017,NOT INTERESTED,orange,4007
944101073864,NOT INTERESTED,orange,4008
786673601567,CALL BACK LATER,red,4009
100272701144,INTERESTED,black,4010
456810401790,INTERESTED,orange,4011
239213343032,NOT INTERESTED,red,4012
762861924082,CALL BACK LATER,red,4013
681860511969,INTERESTED,orange,4014
413466437650,ANSWER MACHINE,orange,4015
961832035197,CALL BACK LATER,red,4016
438431270185,ANSWER MACHINE,orange,4017
555903759509,NOT INTERESTED,orange,4018
441745270261,INTERESTED,orange,4019
271135414889,INTERESTED,orange,4020
826277635373,INTERESTED,red,4021
782952452296,INTERESTED,red,4022
992124638607,NOT INTERESTED,orange,4023
325335805945,DEAD LINE,red,4024
567547018290,INTERESTED,red,4025
937673394678,INTERESTED,green,4026
742245926436,INTERESTED,green,4027
735655409014,NOT INTERESTED,orange,4028
068919509855,CALL BACK LATER,black,4029
466938517898,CALL BACK LATER,green,4030
619324340778,INTERESTED,red,4031
701864151362,NOT INTERESTED,black,4032
411865402478,NOT INTERESTED,orange,4033
903028079287,INTERESTED,black,4034
200495447415,INTERESTED,red,4035
859136259700,INTERESTED,red,4036
042692625230,CALL BACK LATER,orange,4037
342318226418,INTERESTED,orange,4038
002428629923,ANSWER MACHINE,green,4039
116663990359,CALL BACK LATER,red,4040
699364705532,NOT INTERESTED,orange,4041
909178109213,INTERESTED,orange,4042
118194168049,CALL BACK LATER,red,4043
853530101721,CALL BACK LATER,blue,4044
184327838796,INTERESTED,orange,4045
705451692128,NOT INTERESTED,green,4046
286856665937,NOT INTERESTED,red,4047
090373583530,NOT INTERESTED,red,4048
835022558509,ANSWER MACHINE,orange,4049
920631083064,CALL BACK LATER,blue,4050
228881480133,CALL BACK LATER,red,4051
182062825822,CALL BACK LATER,green,4052
000330347320,INTERESTED,orange,4053
116374395940,NOT INTERESTED,orange,4054
795711697068,INTERESTED,orange,4055
084425960986,INTERESTED,orange,4056
068279990826,DEAD LINE,green,4057
468233367033,INTERESTED,green,4058
017176389080,CALL BACK LATER,orange,4059
900406753138,CALL BACK LATER,red,4060
413654971380,CALL BACK LATER,orange,4061
364631665519,DEAD LINE,orange,4062
110599282389,INTERESTED,orange,4063
197896837945,CALL BACK LATER,orange,4064
389324709121,INTERESTED,red,4065
639834972311,ANSWER MACHINE,red,4066
379624957194,INTERESTED,orange,4067
457210191194,CALL BACK LATER,orange,4068
250017739173,ANSWER MACHINE,orange,4069
897649973294,CALL BACK LATER,orange,4070
150310748864,INTERESTED,green,4071
712387929208,NOT INTERESTED,orange,4072
068375972714,NOT INTERESTED,red,4073
151899805589,INTERESTED,red,4074
123648493277,INTERESTED,orange,4075
735012516160,CALL BACK LATER,red,4076
504460628605,CALL BACK LATER,green,4077
537153456412,CALL BACK LATER,orange,4078
835373099575,ANSWER MACHINE,black,4079
381510045001,NOT INTERESTED,blue,4080
778696515438,NOT INTERESTED,green,4081
444005120578,ANSWER MACHINE,red,4082
781240941782,INTERESTED,red,4083
278221722397,INTERESTED,orange,4084
929255663558,INTERESTED,orange,4085
170357391089,CALL BACK LATER,orange,4086
701673857920,DEAD LINE,orange,4087
935920770938,INTERESTED,black,4088
007295342461,ANSWER MACHINE,red,4089
113502018761,NOT INTERESTED,orange,4090
316987573331,INTERESTED,red,4091
383026952602,INTERESTED,green,4092
493122444391,INTERESTED,black,4093
054576258862,INTERESTED,red,4094
557116812120,CALL BACK LATER,black,4095
527963755841,INTERESTED,red,4096
492345948526,NOT INTERESTED,blue,4097
625014096959,NOT INTERESTED,orange,4098
902069346195,CALL BACK LATER,green,4099
256857559051,CALL BACK LATER,blue,4100
194013683940,CALL BACK LATER,orange,4101
272089217181,NOT INTERESTED,blue,4102
266065586553,NOT INTERESTED,orange,4103
387719687112,INTERESTED,black,4104
731853426273,INTERESTED,red,4105
526064176073,CALL BACK LATER,orange,4106
477023931057,ANSWER MACHINE,orange,4107
162216834403,CALL BACK LATER,orange,4108
786673601567,INTERESTED,orange,4109
703149713405,ANSWER MACHINE,orange,4110
976757568674,NOT INTERESTED,orange,4111
121389995579,CALL BACK LATER,red,4112
762861924082,NOT INTERESTED,red,4113
024464315734,CALL BACK LATER,red,4114
413466437650,INTERESTED,red,4115
961832035197,INTERESTED,red,4116
438431270185,INTERESTED,red,4117
160258271017,CALL BACK LATER,black,4118
706559145004,CALL BACK LATER,red,4119
590510433015,CALL BACK LATER,black,4120
130420967848,INTERESTED,orange,4121
628996576231,INTERESTED,orange,4122
319577282129,INTERESTED,black,4123
738585250253,NOT INTERESTED,orange,4124
718889280723,INTERESTED,blue,4125
925232060889,NOT INTERESTED,orange,4126
674513486382,CALL BACK LATER,black,4127
134354427093,NOT INTERESTED,orange,4128
068919509855,NOT INTERESTED,orange,4129
466938517898,CALL BACK LATER,black,4130
448412464311,CALL BACK LATER,black,4131
050190516877,CALL BACK LATER,orange,4132
531792315680,ANSWER MACHINE,orange,4133
238674123314,CALL BACK LATER,orange,4134
182638875433,CALL BACK LATER,red,4135
978621498852,NOT INTERESTED,orange,4136
042692625230,INTERESTED,orange,4137
703102466749,INTERESTED,red,4138
002428629923,INTERESTED,orange,4139
116663990359,INTERESTED,black,4140
843252153697,INTERESTED,blue,4141
735618009962,CALL BACK LATER,orange,4142
118194168049,INTERESTED,red,4143
853530101721,CALL BACK LATER,orange,4144
446347088968,INTERESTED,red,4145
299839553857,CALL BACK LATER,orange,4146
476655734049,CALL BACK LATER,orange,4147
749532381109,NOT INTERESTED,orange,4148
835022558509,CALL BACK LATER,red,4149
920631083064,NOT INTERESTED,orange,4150
228881480133,CALL BACK LATER,orange,4151
182062825822,CALL BACK LATER,red,4152
996810008416,NOT INTERESTED,red,4153
169689351320,NOT INTERESTED,black,4154
216854897551,NOT INTERESTED,black,4155
026277116331,CALL BACK LATER,red,4156
683982918491,INTERESTED,orange,4157
254631423414,ANSWER MACHINE,orange,4158
017176389080,INTERESTED,red,4159
900406753138,CALL BACK LATER,black,4160
413654971380,NOT INTERESTED,orange,4161
839325037547,ANSWER MACHINE,orange,4162
644236877393,NOT INTERESTED,orange,4163
197896837945,NOT INTERESTED,orange,4164
855527158817,NOT INTERESTED,orange,4165
639834972311,NOT INTERESTED,orange,4166
932889220983,CALL BACK LATER,red,4167
457210191194,CALL BACK LATER,orange,4168
250017739173,CALL BACK LATER,orange,4169
897649973294,NOT INTERESTED,black,4170
812061783708,ANSWER MACHINE,red,4171
602959419886,INTERESTED,red,4172
003736714279,INTERESTED,black,4173
913608196453,NOT INTERESTED,black,4174
401761072985,CALL BACK LATER,red,4175
735012516160,CALL BACK LATER,orange,4176
504460628605,CALL BACK LATER,red,4177
537153456412,CALL BACK LATER,orange,4178
835373099575,CALL BACK LATER,orange,4179
941561565198,NOT INTERESTED,orange,4180
101210870639,CALL BACK LATER,red,4181
444005120578,INTERESTED,red,4182
720343792036,ANSWER MACHINE,orange,4183
393519603886,ANSWER MACHINE,orange,4184
555411252255,ANSWER MACHINE,orange,4185
170357391089,CALL BACK LATER,blue,4186
039662511059,ANSWER MACHINE,red,4187
383421236355,CALL BACK LATER,red,4188
007295342461,INTERESTED,red,4189
783384322676,CALL BACK LATER,orange,4190
817431202017,NOT INTERESTED,green,4191
305609433618,INTERESTED,orange,4192
752291405420,NOT INTERESTED,orange,4193
908598835133,INTERESTED,orange,4194
557116812120,CALL BACK LATER,black,4195
425155482200,NOT INTERESTED,red,4196
983367158543,ANSWER MACHINE,red,4197
623935442384,DEAD LINE,orange,4198
902069346195,NOT INTERESTED,orange,4199
256857559051,NOT INTERESTED,orange,4200
194013683940,CALL BACK LATER,green,4201
911088315402,CALL BACK LATER,red,4202
532092122011,CALL BACK LATER,red,4203
009282872189,INTERESTED,orange,4204
330282367582,CALL BACK LATER,orange,4205
526064176073,CALL BACK LATER,orange,4206
477023931057,NOT INTERESTED,red,4207
162216834403,CALL BACK LATER,orange,4208
697132151432,INTERESTED,red,4209
703149713405,CALL BACK LATER,black,4210
543142693547,NOT INTERESTED,red,4211
121389995579,INTERESTED,black,4212
959005560201,DEAD LINE,black,4213
024464315734,CALL BACK LATER,orange,4214
931953920494,NOT INTERESTED,blue,4215
656140438419,ANSWER MACHINE,orange,4216
469676650254,INTERESTED,orange,4217
160258271017,NOT INTERESTED,red,4218
706559145004,CALL BACK LATER,blue,4219
590510433015,INTERESTED,red,4220
818698722872,CALL BACK LATER,green,4221
293201554339,NOT INTERESTED,orange,4222
869126980426,CALL BACK LATER,red,4223
361251999068,INTERESTED,orange,4224
676443052359,CALL BACK LATER,green,4225
145920952364,NOT INTERESTED,orange,4226
674513486382,CALL BACK LATER,red,4227
153153159088,INTERESTED,orange,4228
999291322738,CALL BACK LATER,black,4229
466938517898,CALL BACK LATER,orange,4230
448412464311,INTERESTED,blue,4231
050190516877,INTERESTED,black,4232
531792315680,NOT INTERESTED,red,4233
238674123314,INTERESTED,red,4234
182638875433,INTERESTED,orange,4235
074310587762,INTERESTED,orange,4236
349931680746,INTERESTED,black,4237
432961583206,CALL BACK LATER,red,4238
916719559743,CALL BACK LATER,orange,4239
209710581284,NOT INTERESTED,red,4240
233046826594,CALL BACK LATER,orange,4241
735618009962,NOT INTERESTED,blue,4242
292382493490,CALL BACK LATER,orange,4243
853530101721,CALL BACK LATER,red,4244
520688390339,ANSWER MACHINE,orange,4245
299839553857,INTERESTED,red,4246
476655734049,CALL BACK LATER,orange,4247
244756883114,DEAD LINE,orange,4248
835022558509,CALL BACK LATER,orange,4249
462666674986,CALL BACK LATER,orange,4250
228881480133,NOT INTERESTED,green,4251
182062825822,CALL BACK LATER,red,4252
017836829473,CALL BACK LATER,red,4253
792961978316,CALL BACK LATER,red,4254
714762572017,NOT INTERESTED,red,4255
026277116331,CALL BACK LATER,orange,4256
797835871259,CALL BACK LATER,orange,4257
254631423414,NOT INTERESTED,orange,4258
123760968678,CALL BACK LATER,black,4259
900406753138,INTERESTED,orange,4260
385273878611,CALL BACK LATER,orange,4261
839325037547,NOT INTERESTED,orange,4262
497165615938,NOT INTERESTED,red,4263
337971472946,ANSWER MACHINE,black,4264
008497502897,ANSWER MACHINE,black,4265
864338083133,INTERESTED,red,4266
932889220983,INTERESTED,red,4267
457210191194,CALL BACK LATER,orange,4268
250017739173,INTERESTED,orange,4269
959535406672,ANSWER MACHINE,orange,4270
812061783708,CALL BACK LATER,orange,4271
446191743490,CALL BACK LATER,orange,4272
935466569613,ANSWER MACHINE,red,4273
714528218788,CALL BACK LATER,orange,4274
401761072985,NOT INTERESTED,orange,4275
735012516160,INTERESTED,orange,4276
504460628605,NOT INTERESTED,green,4277
537153456412,INTERESTED,orange,4278
835373099575,INTERESTED,red,4279
789949845241,CALL BACK LATER,red,4280
101210870639,INTERESTED,red,4281
209718181848,NOT INTERESTED,red,4282
720343792036,CALL BACK LATER,orange,4283
393519603886,CALL BACK LATER,red,4284
555411252255,CALL BACK LATER,orange,4285
170357391089,INTERESTED,orange,4286
039662511059,CALL BACK LATER,orange,4287
383421236355,CALL BACK LATER,orange,4288
521220820413,DEAD LINE,orange,4289
783384322676,INTERESTED,orange,4290
315234347872,DEAD LINE,red,4291
876403847928,CALL BACK LATER,green,4292
421313161234,NOT INTERESTED,black,4293
394036398777,CALL BACK LATER,black,4294
557116812120,INTERESTED,red,4295
193437891699,CALL BACK LATER,orange,4296
983367158543,INTERESTED,red,4297
678687107591,ANSWER MACHINE,black,4298
934755460137,CALL BACK LATER,orange,4299
329421666788,CALL BACK LATER,black,4300
194013683940,NOT INTERESTED,orange,4301
911088315402,INTERESTED,orange,4302
532092122011,NOT INTERESTED,orange,4303
865719754668,INTERESTED,red,4304
330282367582,CALL BACK LATER,orange,4305
526064176073,INTERESTED,red,4306
147157626868,NOT INTERESTED,black,4307
162216834403,INTERESTED,orange,4308
291760864666,INTERESTED,red,4309
703149713405,INTERESTED,black,4310
010163163969,NOT INTERESTED,orange,4311
579218083274,ANSWER MACHINE,orange,4312
158987819488,NOT INTERESTED,orange,4313
024464315734,CALL BACK LATER,orange,4314
769780174056,ANSWER MACHINE,black,4315
656140438419,NOT INTERESTED,black,4316
850137054667,DEAD LINE,red,4317
360784575330,CALL BACK LATER,orange,4318
706559145004,INTERESTED,orange,4319
658134330388,NOT INTERESTED,black,4320
818698722872,CALL BACK LATER,blue,4321
252521487174,CALL BACK LATER,red,4322
869126980426,CALL BACK LATER,black,4323
586531428483,ANSWER MACHINE,black,4324
676443052359,INTERESTED,orange,4325
237272372311,INTERESTED,orange,4326
674513486382,NOT INTERESTED,green,4327
670384524567,NOT INTERESTED,orange,4328
999291322738,CALL BACK LATER,red,4329
466938517898,INTERESTED,orange,4330
602374099072,CALL BACK LATER,orange,4331
696401087644,INTERESTED,orange,4332
648758166366,CALL BACK LATER,orange,4333
721295273271,CALL BACK LATER,black,4334
943092865148,INTERESTED,orange,4335
059001151830,NOT INTERESTED,orange,4336
480777469966,NOT INTERESTED,red,4337
432961583206,NOT INTERESTED,green,4338
916719559743,NOT INTERESTED,orange,4339
060090342607,INTERESTED,orange,4340
233046826594,INTERESTED,orange,4341
568160825771,CALL BACK LATER,orange,4342
292382493490,INTERESTED,orange,4343
853530101721,INTERESTED,orange,4344
520688390339,NOT INTERESTED,orange,4345
560755473472,DEAD LINE,orange,4346
476655734049,CALL BACK LATER,orange,4347
601372014819,ANSWER MACHINE,black,4348
835022558509,INTERESTED,orange,4349
462666674986,CALL BACK LATER,red,4350
004090526920,CALL BACK LATER,orange,4351
182062825822,CALL BACK LATER,orange,4352
017836829473,CALL BACK LATER,orange,4353
792961978316,NOT INTERESTED,orange,4354
439374454626,INTERESTED,orange,4355
026277116331,INTERESTED,red,4356
797835871259,INTERESTED,red,4357
021516564555,INTERESTED,red,4358
123760968678,CALL BACK LATER,red,4359
242871705134,CALL BACK LATER,orange,4360
385273878611,CALL BACK LATER,red,4361
132303025080,CALL BACK LATER,black,4362
093064664066,NOT INTERESTED,orange,4363
337971472946,CALL BACK LATER,red,4364
008497502897,NOT INTERESTED,orange,4365
859444987625,NOT INTERESTED,orange,4366
264915579843,DEAD LINE,orange,4367
457210191194,INTERESTED,red,4368
483657210475,INTERESTED,red,4369
959535406672,NOT INTERESTED,orange,4370
812061783708,INTERESTED,green,4371
446191743490,INTERESTED,red,4372
935466569613,CALL BACK LATER,red,4373
714528218788,CALL BACK LATER,orange,4374
508072313835,ANSWER MACHINE,orange,4375
884694293098,INTERESTED,red,4376
005046762352,NOT INTERESTED,green,4377
323601352944,CALL BACK LATER,orange,4378
217789632561,INTERESTED,orange,4379
789949845241,INTERESTED,orange,4380
550834967298,ANSWER MACHINE,black,4381
236821013410,DEAD LINE,red,4382
720343792036,INTERESTED,black,4383
393519603886,NOT INTERESTED,orange,4384
555411252255,NOT INTERESTED,orange,4385
044222104042,NOT INTERESTED,red,4386
039662511059,CALL BACK LATER,black,4387
383421236355,CALL BACK LATER,red,4388
723825809882,INTERESTED,green,4389
686409019955,CALL BACK LATER,black,4390
832794112199,INTERESTED,orange,4391
876403847928,INTERESTED,orange,4392
836899873560,NOT INTERESTED,orange,4393
394036398777,CALL BACK LATER,red,4394
010616675283,NOT INTERESTED,black,4395
193437891699,CALL BACK LATER,green,4396
054798657744,ANSWER MACHINE,green,4397
678687107591,CALL BACK LATER,blue,4398
934755460137,INTERESTED,orange,4399
329421666788,NOT INTERESTED,black,4400
134682332791,DEAD LINE,orange,4401
666496256011,CALL BACK LATER,red,4402
198958101085,CALL BACK LATER,orange,4403
390463175425,DEAD LINE,orange,4404
330282367582,NOT INTERESTED,blue,4405
609263106036,CALL BACK LATER,orange,4406
072226251668,ANSWER MACHINE,black,4407
799247463871,ANSWER MACHINE,orange,4408
739153463686,INTERESTED,red,4409
717657050418,CALL BACK LATER,orange,4410
810303412714,CALL BACK LATER,orange,4411
579218083274,INTERESTED,red,4412
450781977953,CALL BACK LATER,black,4413
024464315734,INTERESTED,blue,4414
769780174056,NOT INTERESTED,black,4415
857822363930,CALL BACK LATER,black,4416
403790326009,NOT INTERESTED,red,4417
360784575330,INTERESTED,red,4418
781831648268,CALL BACK LATER,blue,4419
374606461881,CALL BACK LATER,green,4420
818698722872,NOT INTERESTED,red,4421
252521487174,CALL BACK LATER,red,4422
869126980426,INTERESTED,orange,4423
586531428483,INTERESTED,red,4424
042185724878,INTERESTED,black,4425
111310868190,CALL BACK LATER,blue,4426
804928642092,CALL BACK LATER,blue,4427
472281269058,NOT INTERESTED,red,4428
999291322738,INTERESTED,orange,4429
492831899151,NOT INTERESTED,black,4430
602374099072,CALL BACK LATER,red,4431
784536024896,INTERESTED,green,4432
648758166366,INTERESTED,black,4433
721295273271,CALL BACK LATER,orange,4434
486232735399,CALL BACK LATER,red,4435
779295739380,ANSWER MACHINE,orange,4436
835591065806,NOT INTERESTED,orange,4437
876431459940,CALL BACK LATER,orange,4438
041278340004,CALL BACK LATER,red,4439
223356979433,CALL BACK LATER,orange,4440
313213651076,CALL BACK LATER,blue,4441
568160825771,CALL BACK LATER,black,4442
568189017544,CALL BACK LATER,black,4443
306254013934,CALL BACK LATER,red,4444
000832669152,CALL BACK LATER,orange,4445
360331345443,NOT INTERESTED,black,4446
476655734049,INTERESTED,orange,4447
601372014819,CALL BACK LATER,orange,4448
465240977489,DEAD LINE,red,4449
462666674986,INTERESTED,red,4450
004090526920,NOT INTERESTED,black,4451
182062825822,INTERESTED,orange,4452
017836829473,INTERESTED,orange,4453
075782866090,CALL BACK LATER,red,4454
114660982709,ANSWER MACHINE,orange,4455
612647333946,INTERESTED,black,4456
962309859285,INTERESTED,black,4457
514212442720,NOT INTERESTED,orange,4458
123760968678,NOT INTERESTED,black,4459
242871705134,CALL BACK LATER,orange,4460
385273878611,INTERESTED,black,4461
132303025080,CALL BACK LATER,red,4462
068163247604,ANSWER MACHINE,red,4463
337971472946,CALL BACK LATER,orange,4464
488950750733,CALL BACK LATER,red,4465
564330837022,ANSWER MACHINE,orange,4466
842928247340,CALL BACK LATER,red,4467
981437012208,ANSWER MACHINE,orange,4468
738482069266,ANSWER MACHINE,red,4469
249188779102,ANSWER MACHINE,red,4470
200181249130,INTERESTED,orange,4471
679258192906,CALL BACK LATER,red,4472
935466569613,NOT INTERESTED,orange,4473
714528218788,CALL BACK LATER,red,4474
508072313835,INTERESTED,orange,4475
633820608238,ANSWER MACHINE,red,4476
411190511958,CALL BACK LATER,orange,4477
323601352944,NOT INTERESTED,orange,4478
598463756223,CALL BACK LATER,red,4479
878451531709,CALL BACK LATER,orange,4480
550834967298,CALL BACK LATER,red,4481
051530320574,ANSWER MACHINE,orange,4482
816775106332,NOT INTERESTED,black,4483
176975029962,DEAD LINE,red,4484
239267384303,ANSWER MACHINE,orange,4485
146877807482,INTERESTED,red,4486
039662511059,INTERESTED,orange,4487
383421236355,CALL BACK LATER,blue,4488
612030062201,NOT INTERESTED,orange,4489
686409019955,INTERESTED,black,4490
672648965312,ANSWER MACHINE,orange,4491
007776704285,NOT INTERESTED,red,4492
734283335286,CALL BACK LATER,black,4493
394036398777,INTERESTED,red,4494
926766202722,CALL BACK LATER,red,4495
193437891699,CALL BACK LATER,red,4496
054798657744,NOT INTERESTED,black,4497
678687107591,INTERESTED,red,4498
813840756718,CALL BACK LATER,orange,4499
386042831754,CALL BACK LATER,orange,4500
689524416587,DEAD LINE,orange,4501
666496256011,INTERESTED,orange,4502
198958101085,INTERESTED,orange,4503
351849926421,NOT INTERESTED,orange,4504
983913015776,CALL BACK LATER,orange,4505
609263106036,CALL BACK LATER,green,4506
072226251668,INTERESTED,orange,4507
799247463871,NOT INTERESTED,orange,4508
015548929515,CALL BACK LATER,orange,4509
717657050418,INTERESTED,red,4510
810303412714,NOT INTERESTED,red,4511
509575096070,NOT INTERESTED,red,4512
450781977953,CALL BACK LATER,red,4513
283050602471,CALL BACK LATER,red,4514
725782534782,ANSWER MACHINE,orange,4515
857822363930,CALL BACK LATER,orange,4516
093675658349,CALL BACK LATER,red,4517
119629829194,CALL BACK LATER,red,4518
781831648268,CALL BACK LATER,orange,4519
374606461881,CALL BACK LATER,orange,4520
199717877267,NOT INTERESTED,orange,4521
252521487174,INTERESTED,orange,4522
724157383224,CALL BACK LATER,green,4523
138421995387,ANSWER MACHINE,blue,4524
578841073635,CALL BACK LATER,red,4525
111310868190,CALL BACK LATER,orange,4526
804928642092,INTERESTED,green,4527
624647813759,CALL BACK LATER,black,4528
417891413851,CALL BACK LATER,red,4529
306957781284,CALL BACK LATER,black,4530
602374099072,CALL BACK LATER,black,4531
815860844414,NOT INTERESTED,black,4532
690152502364,ANSWER MACHINE,orange,4533
721295273271,CALL BACK LATER,red,4534
486232735399,INTERESTED,red,4535
779295739380,INTERESTED,green,4536
524433651371,INTERESTED,red,4537
876431459940,INTERESTED,orange,4538
041278340004,NOT INTERESTED,orange,4539
223356979433,INTERESTED,red,4540
313213651076,INTERESTED,orange,4541
568160825771,INTERESTED,red,4542
568189017544,CALL BACK LATER,red,4543
306254013934,INTERESTED,blue,4544
